"query"	"MpTak_v6.1"
"Mp7g10570"	"Mp7g10570"
"Mp7g10580"	"Mp7g10580"
"Mp7g10590"	"Mp7g10590"
"Mp7g10600"	"Mp7g10600"
"Mp7g10610"	"Mp7g10610"
"Mp7g10620"	"Mp7g10620"
"Mp7g10630"	"-"
"Mp7g10640"	"Mp7g10640"
"Mp7g10650"	"Mp7g10650"
"Mp7g10660"	"Mp7g10660"
"Mp7g10670"	"Mp7g10670"
"Mp7g10680"	"Mp7g10680"
"Mp7g10690"	"Mp7g10690"
"Mp7g10700"	"Mp7g10700"
"Mp7g10710"	"Mp7g10710"
"Mp7g10720"	"Mp7g10720"
"Mp7g10730"	"Mp7g10730"
"Mp7g10740"	"Mp7g10740"
"Mp7g10750"	"Mp7g10750"
"Mp7g10760"	"Mp7g10760"
"Mp7g10763"	"Mp7g10763"
"Mp7g10767"	"Mp7g10767"
"Mp7g10770"	"Mp7g10770"
"Mp7g10775a"	"Mp7g10775a"
"Mp7g10775b"	"Mp7g10775b"
"Mp7g10780"	"Mp7g10780"
"Mp7g10790"	"Mp7g10790"
"Mp7g10800"	"Mp7g10800"
"Mp7g10810"	"Mp7g10810"
"Mp7g10820"	"Mp7g10820"
"Mp7g10830"	"-"
"Mp7g10840"	"Mp7g10840"
"Mp7g10850"	"Mp7g10850"
"Mp7g10860"	"Mp7g10860"
"Mp7g10870"	"Mp7g10870"
"Mp7g10880"	"Mp7g10880"
"Mp7g10890"	"Mp7g10890"
"Mp7g10900"	"Mp7g10900"
"Mp7g10910"	"Mp7g10910"
"Mp7g10920"	"Mp7g10920"
"Mp7g10930"	"Mp7g10930"
"Mp7g10940"	"Mp7g10940"
"Mp7g10950"	"Mp7g10950"
"Mp7g10960"	"Mp7g10960"
"Mp7g10970"	"Mp7g10970"
"Mp7g10980"	"Mp7g10980"
"Mp7g10990"	"Mp7g10990"
"Mp7g11000"	"Mp7g11000"
"Mp7g11010"	"Mp7g11010"
"Mp7g11020"	"Mp7g11020"
"Mp7g11030"	"Mp7g11030"
"Mp7g11040"	"Mp7g11040"
"Mp7g11045"	"Mp7g11045"
"Mp7g11050"	"Mp7g11050"
"Mp7g11060"	"Mp7g11060"
"Mp7g11070"	"Mp7g11070"
"Mp7g11080"	"Mp7g11080"
"Mp7g11090"	"Mp7g11090"
"Mp7g11100"	"Mp7g11100"
"Mp7g11110"	"Mp7g11110"
"Mp7g11120"	"Mp7g11120"
"Mp7g11130"	"Mp7g11130"
"Mp7g11140"	"Mp7g11140"
"Mp7g11150"	"Mp7g11150"
"Mp7g11160"	"Mp7g11160"
"Mp7g11170"	"Mp7g11170"
"Mp7g11180"	"Mp7g11180"
"Mp7g11190"	"Mp7g11190"
"Mp7g11200"	"Mp7g11200"
"Mp7g11210"	"Mp7g11210"
"Mp7g11220"	"Mp7g11220"
"Mp7g11230"	"Mp7g11230"
"Mp7g11240"	"Mp7g11240"
"Mp7g11245"	"Mp7g11245"
"Mp7g11250"	"Mp7g11250"
"Mp7g11260"	"Mp7g11260"
"Mp7g11270"	"Mp7g11270"
"Mp7g11280"	"Mp7g11280"
"Mp7g11290"	"Mp7g11290"
"Mp7g11300"	"Mp7g11300"
"Mp7g11310"	"Mp7g11310"
"Mp7g11315a"	"Mp7g11315a"
"Mp7g11320"	"Mp7g11320"
"Mp7g11330"	"Mp7g11330"
"Mp7g11340"	"Mp7g11340"
"Mp7g11350"	"Mp7g11350"
"Mp7g11360"	"Mp7g11360"
"Mp7g11370"	"Mp7g11370"
"Mp7g11380"	"Mp7g11380"
"Mp7g11390"	"Mp7g11390"
"Mp7g11400"	"Mp7g11400"
"Mp7g11410"	"Mp7g11410"
"Mp7g11420"	"Mp7g11420"
"Mp7g11430"	"Mp7g11430"
"Mp7g11440"	"Mp7g11440"
"Mp7g11450"	"Mp7g11450"
"Mp7g11460"	"Mp7g11460"
"Mp7g11470"	"Mp7g11470"
"Mp7g11480"	"Mp7g11480"
"Mp7g11490"	"Mp7g11490"
"Mp7g11500"	"Mp7g11500"
"Mp7g11510"	"Mp7g11510"
"Mp7g11520"	"Mp7g11520"
"Mp7g11530"	"-"
"Mp7g11540"	"Mp7g11540"
"Mp7g11545a"	"Mp7g11545a"
"Mp7g11550"	"Mp7g11550"
"Mp7g11560"	"Mp7g11560"
"Mp7g11570"	"Mp7g11570"
"Mp7g11580"	"Mp7g11580"
"Mp7g11590"	"Mp7g11590"
"Mp7g11600"	"Mp7g11600"
"Mp7g11610"	"Mp7g11610"
"Mp7g11620"	"Mp7g11620"
"Mp7g11630"	"Mp7g11630"
"Mp7g11640"	"Mp7g11640"
"Mp7g11650"	"Mp7g11650"
"Mp7g11660"	"Mp7g11660"
"Mp7g11670"	"Mp7g11670"
"Mp7g11680"	"Mp7g11680"
"Mp7g11690"	"Mp7g11690"
"Mp7g11700"	"-"
"Mp7g11710"	"Mp7g11710"
"Mp7g11720"	"Mp7g11720"
"Mp7g11730"	"Mp7g11730"
"Mp7g11740"	"Mp7g11740"
"Mp7g11750"	"Mp7g11750"
"Mp7g11760"	"Mp7g11760"
"Mp7g11770"	"Mp7g11770"
"Mp7g11780"	"Mp7g11780"
"Mp7g11790"	"Mp7g11790"
"Mp7g11800"	"Mp7g11800"
"Mp7g11810"	"Mp7g11810"
"Mp7g11820"	"Mp7g11820"
"Mp7g11830"	"Mp7g11830"
"Mp7g11840"	"Mp7g11840"
"Mp7g11850"	"Mp7g11850"
"Mp7g11860"	"Mp7g11860"
"Mp7g11870"	"Mp7g11870"
"Mp7g11880"	"Mp7g11880"
"Mp7g11890"	"Mp7g11890"
"Mp7g11900"	"Mp7g11900"
"Mp7g11910"	"Mp7g11910"
"Mp7g11920"	"Mp7g11920"
"Mp7g11930"	"Mp7g11930"
"Mp7g11940"	"Mp7g11940"
"Mp7g11950"	"Mp7g11950"
"Mp7g11960"	"Mp7g11960"
"Mp7g11970"	"Mp7g11970"
"Mp7g11980"	"Mp7g11980"
"Mp7g11990"	"Mp7g11990"
"Mp7g12000"	"Mp7g12000"
"Mp7g12010"	"-"
"Mp7g12020"	"-"
"Mp7g12030"	"Mp7g12030"
"Mp7g12040"	"Mp7g12040"
"Mp7g12050"	"Mp7g12050"
"Mp7g12060"	"Mp7g12060"
"Mp7g12065"	"Mp7g12065"
"Mp7g12070"	"Mp7g12070"
"Mp7g12080"	"Mp7g12080"
"Mp7g12090"	"Mp7g12090"
"Mp7g12100"	"-"
"Mp7g12110"	"Mp7g12110"
"Mp7g12120"	"Mp7g12120"
"Mp7g12130"	"Mp7g12130"
"Mp7g12140"	"Mp7g12140"
"Mp7g12145a"	"Mp7g12145a"
"Mp7g12150"	"Mp7g12150"
"Mp7g12160"	"Mp7g12160"
"Mp7g12170"	"Mp7g12170"
"Mp7g12180"	"Mp7g12180"
"Mp7g12190"	"Mp7g12190"
"Mp7g12200"	"Mp7g12200"
"Mp7g12210"	"Mp7g12210"
"Mp7g12220"	"Mp7g12220"
"Mp7g12230"	"Mp7g12230"
"Mp7g12240"	"Mp7g12240"
"Mp7g12250"	"Mp7g12250"
"Mp7g12260"	"Mp7g12260"
"Mp7g12270"	"Mp7g12270"
"Mp7g12280"	"Mp7g12280"
"Mp7g12290"	"Mp7g12290"
"Mp7g12300"	"Mp7g12300"
"Mp7g12310"	"Mp7g12310"
"Mp7g12320"	"Mp7g12320"
"Mp7g12330"	"Mp7g12330"
"Mp7g12340"	"Mp7g12340"
"Mp7g12350"	"Mp7g12350"
"Mp7g12360"	"Mp7g12360"
"Mp7g12370"	"Mp7g12370"
"Mp7g12380"	"Mp7g12380"
"Mp7g12390"	"-"
"Mp7g12400"	"Mp7g12400"
"Mp7g12410"	"-"
"Mp7g12420"	"-"
"Mp7g12430"	"-"
"Mp7g12440"	"Mp7g12440"
"Mp7g12450"	"Mp7g12450"
"Mp7g12460"	"Mp7g12460"
"Mp7g12470"	"Mp7g12470"
"Mp7g12480"	"Mp7g12480"
"Mp7g12490"	"Mp7g12490"
"Mp7g12500"	"Mp7g12500"
"Mp7g12510"	"Mp7g12510"
"Mp7g12520"	"Mp7g12520"
"Mp7g12530"	"Mp7g12530"
"Mp7g12540"	"Mp7g12540"
"Mp7g12550"	"Mp7g12550"
"Mp7g12560"	"Mp7g12560"
"Mp7g12570"	"Mp7g12570"
"Mp7g12580"	"-"
"Mp7g12590"	"Mp7g12590"
"Mp7g12600"	"Mp7g12600"
"Mp7g12610"	"Mp7g12610"
"Mp7g12620"	"Mp7g12620"
"Mp7g12630"	"Mp7g12630"
"Mp7g12640"	"Mp7g12640"
"Mp7g12650"	"Mp7g12650"
"Mp7g12660"	"Mp7g12660"
"Mp7g12670"	"Mp7g12670"
"Mp7g12680"	"-"
"Mp7g12690"	"Mp7g12690"
"Mp7g12700"	"Mp7g12700"
"Mp7g12710"	"Mp7g12710"
"Mp7g12720"	"Mp7g12720"
"Mp7g12730"	"Mp7g12730"
"Mp7g12740"	"Mp7g12740"
"Mp7g12750"	"Mp7g12750"
"Mp7g12760"	"Mp7g12760"
"Mp7g12770"	"Mp7g12770"
"Mp7g12780"	"Mp7g12780"
"Mp7g12790"	"Mp7g12790"
"Mp7g12800"	"Mp7g12800"
"Mp7g12810"	"Mp7g12810"
"Mp7g12820"	"Mp7g12820"
"Mp7g12830"	"Mp7g12830"
"Mp7g12840"	"Mp7g12840"
"Mp7g12850"	"Mp7g12850"
"Mp7g12860"	"Mp7g12860"
"Mp7g12865a"	"Mp7g12865a"
"Mp7g12870"	"Mp7g12870"
"Mp7g12880"	"Mp7g12880"
"Mp7g12890"	"Mp7g12890"
"Mp7g12900"	"Mp7g12900"
"Mp7g12910"	"Mp7g12910"
"Mp7g12920"	"Mp7g12920"
"Mp7g12930"	"Mp7g12930"
"Mp7g12940"	"Mp7g12940"
"Mp7g12950"	"Mp7g12950"
"Mp7g12960"	"Mp7g12960"
"Mp7g12970"	"Mp7g12970"
"Mp7g12980"	"Mp7g12980"
"Mp7g12990"	"Mp7g12990"
"Mp7g13000"	"Mp7g13000"
"Mp7g13010"	"Mp7g13010"
"Mp7g13020"	"Mp7g13020"
"Mp7g13030"	"Mp7g13030"
"Mp7g13035a"	"Mp7g13035a"
"Mp7g13040"	"Mp7g13040"
"Mp7g13050"	"Mp7g13050"
"Mp7g13060"	"Mp7g13060"
"Mp7g13070"	"Mp7g13070"
"Mp7g13080"	"Mp7g13080"
"Mp7g13090"	"Mp7g13090"
"Mp7g13100"	"-"
"Mp7g13110"	"Mp7g13110"
"Mp7g13120"	"Mp7g13120"
"Mp7g13130"	"Mp7g13130"
"Mp7g13140"	"Mp7g13140"
"Mp7g13150"	"Mp7g13150"
"Mp7g13160"	"Mp7g13160"
"Mp7g13170"	"Mp7g13170"
"Mp7g13180"	"Mp7g13180"
"Mp7g13190"	"Mp7g13190"
"Mp7g13200"	"Mp7g13200"
"Mp7g13210"	"Mp7g13210"
"Mp7g13220"	"Mp7g13220"
"Mp7g13230"	"-"
"Mp7g13240"	"Mp7g13240"
"Mp7g13250"	"Mp7g13250"
"Mp7g13260"	"Mp7g13260"
"Mp7g13270"	"Mp7g13270"
"Mp7g13275"	"Mp7g13275"
"Mp7g13280"	"Mp7g13280"
"Mp7g13290"	"Mp7g13290"
"Mp7g13295a"	"Mp7g13295a"
"Mp7g13300"	"Mp7g13300"
"Mp7g13310"	"Mp7g13310"
"Mp7g13320"	"-"
"Mp7g13330"	"Mp7g13330"
"Mp7g13340"	"Mp7g13340"
"Mp7g13350"	"Mp7g13350"
"Mp7g13360"	"Mp7g13360"
"Mp7g13370"	"Mp7g13370"
"Mp7g13380"	"Mp7g13380"
"Mp7g13390"	"Mp7g13390"
"Mp7g13400"	"Mp7g13400"
"Mp7g13410"	"Mp7g13410"
"Mp7g13420"	"Mp7g13420"
"Mp7g13430"	"Mp7g13430"
"Mp7g13440"	"Mp7g13440"
"Mp7g13450"	"Mp7g13450"
"Mp7g13460"	"Mp7g13460"
"Mp7g13470"	"Mp7g13470"
"Mp7g13480"	"Mp7g13480"
"Mp7g13490"	"Mp7g13490"
"Mp7g13500"	"Mp7g13500"
"Mp7g13510"	"Mp7g13510"
"Mp7g13520"	"-"
"Mp7g13530"	"Mp7g13530"
"Mp7g13540"	"Mp7g13540"
"Mp7g13550"	"Mp7g13550"
"Mp7g13560"	"Mp7g13560"
"Mp7g13570"	"Mp7g13570"
"Mp7g13580"	"Mp7g13580"
"Mp7g13590"	"Mp7g13590"
"Mp7g13595a"	"Mp7g13595a"
"Mp7g13600"	"Mp7g13600"
"Mp7g13610"	"Mp7g13610"
"Mp7g13620"	"Mp7g13620"
"Mp7g13630"	"Mp7g13630"
"Mp7g13640"	"Mp7g13640"
"Mp7g13645a"	"Mp7g13645a"
"Mp7g13645b"	"Mp7g13645b"
"Mp7g13650"	"Mp7g13650"
"Mp7g13660"	"Mp7g13660"
"Mp7g13670"	"Mp7g13670"
"Mp7g13680"	"Mp7g13680"
"Mp7g13690"	"Mp7g13690"
"Mp7g13700"	"Mp7g13700"
"Mp7g13710"	"Mp7g13710"
"Mp7g13720"	"Mp7g13720"
"Mp7g13730"	"Mp7g13730"
"Mp7g13740"	"Mp7g13740"
"Mp7g13750"	"Mp7g13750"
"Mp7g13760"	"Mp7g13760"
"Mp7g13770"	"Mp7g13770"
"Mp7g13780"	"Mp7g13780"
"Mp7g13790"	"-"
"Mp7g13800"	"Mp7g13800"
"Mp7g13810"	"Mp7g13810"
"Mp7g13820"	"Mp7g13820"
"Mp7g13830"	"Mp7g13830"
"Mp7g13840"	"Mp7g13840"
"Mp7g13850"	"Mp7g13850"
"Mp7g13860"	"Mp7g13860"
"Mp7g13870"	"Mp7g13870"
"Mp7g13880"	"Mp7g13880"
"Mp7g13890"	"Mp7g13890"
"Mp7g13900"	"Mp7g13900"
"Mp7g13910"	"Mp7g13910"
"Mp7g13920"	"Mp7g13920"
"Mp7g13930"	"Mp7g13930"
"Mp7g13940"	"Mp7g13940"
"Mp7g13950"	"Mp7g13950"
"Mp7g13960"	"Mp7g13960"
"Mp7g13970"	"Mp7g13970"
"Mp7g13980"	"Mp7g13980"
"Mp7g13990"	"Mp7g13990"
"Mp7g14000"	"Mp7g14000"
"Mp7g14010"	"Mp7g14010"
"Mp7g14020"	"Mp7g14020"
"Mp7g14030"	"Mp7g14030"
"Mp7g14040"	"Mp7g14040"
"Mp7g14050"	"Mp7g14050"
"Mp7g14060"	"Mp7g14060"
"Mp7g14070"	"Mp7g14070"
"Mp7g14080"	"Mp7g14080"
"Mp7g14090"	"Mp7g14090"
"Mp7g14100"	"Mp7g14100"
"Mp7g14110"	"Mp7g14110"
"Mp7g14120"	"Mp7g14120"
"Mp7g14130"	"Mp7g14130"
"Mp7g14140"	"Mp7g14140"
"Mp7g14150"	"Mp7g14150"
"Mp7g14160"	"Mp7g14160"
"Mp7g14170"	"Mp7g14170"
"Mp7g14180"	"Mp7g14180"
"Mp7g14190"	"Mp7g14190"
"Mp7g14200"	"-"
"Mp7g14210"	"Mp7g14210"
"Mp7g14220"	"Mp7g14220"
"Mp7g14230"	"Mp7g14230"
"Mp7g14240"	"Mp7g14240"
"Mp7g14250"	"Mp7g14250"
"Mp7g14260"	"Mp7g14260"
"Mp7g14270"	"Mp7g14270"
"Mp7g14280"	"Mp7g14280"
"Mp7g14290"	"Mp7g14290"
"Mp7g14300"	"Mp7g14300"
"Mp7g14310"	"Mp7g14310"
"Mp7g14320"	"Mp7g14320"
"Mp7g14325a"	"Mp7g14325a"
"Mp7g14330"	"Mp7g14330"
"Mp7g14340"	"Mp7g14340"
"Mp7g14350"	"Mp7g14350"
"Mp7g14360"	"Mp7g14360"
"Mp7g14370"	"Mp7g14370"
"Mp7g14380"	"Mp7g14380"
"Mp7g14390"	"Mp7g14390"
"Mp7g14400"	"Mp7g14400"
"Mp7g14410"	"Mp7g14410"
"Mp7g14420"	"Mp7g14420"
"Mp7g14430"	"-"
"Mp7g14440"	"-"
"Mp7g14450"	"Mp7g14450"
"Mp7g14460"	"Mp7g14460"
"Mp7g14470"	"Mp7g14470"
"Mp7g14480"	"Mp7g14480"
"Mp7g14490"	"Mp7g14490"
"Mp7g14500"	"Mp7g14500"
"Mp7g14510"	"Mp7g14510"
"Mp7g14520"	"Mp7g14520"
"Mp7g14530"	"Mp7g14530"
"Mp7g14540"	"Mp7g14540"
"Mp7g14550"	"Mp7g14550"
"Mp7g14560"	"Mp7g14560"
"Mp7g14570"	"Mp7g14570"
"Mp7g14580"	"Mp7g14580"
"Mp7g14590"	"Mp7g14590"
"Mp7g14595"	"Mp7g14595"
"Mp7g14600"	"Mp7g14600"
"Mp7g14610"	"Mp7g14610"
"Mp7g14620"	"Mp7g14620"
"Mp7g14630"	"Mp7g14630"
"Mp7g14640"	"-"
"Mp7g14650"	"Mp7g14650"
"Mp7g14660"	"Mp7g14660"
"Mp7g14670"	"Mp7g14670"
"Mp7g14680"	"Mp7g14680"
"Mp7g14690"	"Mp7g14690"
"Mp7g14700"	"Mp7g14700"
"Mp7g14710"	"Mp7g14710"
"Mp7g14720"	"Mp7g14720"
"Mp7g14730"	"Mp7g14730"
"Mp7g14740"	"Mp7g14740"
"Mp7g14750"	"Mp7g14750"
"Mp7g14755a"	"Mp7g14755a"
"Mp7g14760"	"Mp7g14760"
"Mp7g14770"	"Mp7g14770"
"Mp7g14780"	"Mp7g14780"
"Mp7g14790"	"Mp7g14790"
"Mp7g14800"	"Mp7g14800"
"Mp7g14810"	"Mp7g14810"
"Mp7g14820"	"Mp7g14820"
"Mp7g14830"	"Mp7g14830"
"Mp7g14840"	"Mp7g14840"
"Mp7g14850"	"Mp7g14850"
"Mp7g14860"	"-"
"Mp7g14870"	"Mp7g14870"
"Mp7g14880"	"Mp7g14880"
"Mp7g14890"	"Mp7g14890"
"Mp7g14900"	"Mp7g14900"
"Mp7g14910"	"Mp7g14910"
"Mp7g14920"	"Mp7g14920"
"Mp7g14930"	"Mp7g14930"
"Mp7g14940"	"Mp7g14940"
"Mp7g14950"	"Mp7g14950"
"Mp7g14960"	"Mp7g14960"
"Mp7g14970"	"Mp7g14970"
"Mp7g14975a"	"Mp7g14975a"
"Mp7g14980"	"Mp7g14980"
"Mp7g14990"	"Mp7g14990"
"Mp7g15000"	"Mp7g15000"
"Mp7g15010"	"Mp7g15010"
"Mp7g15015"	"Mp7g15015"
"Mp7g15020"	"Mp7g15020"
"Mp7g15030"	"Mp7g15030"
"Mp7g15040"	"Mp7g15040"
"Mp7g15050"	"Mp7g15050"
"Mp7g15060"	"Mp7g15060"
"Mp7g15070"	"Mp7g15070"
"Mp7g15080"	"Mp7g15080"
"Mp7g15090"	"Mp7g15090"
"Mp7g15100"	"-"
"Mp7g15110"	"Mp7g15110"
"Mp7g15120"	"Mp7g15120"
"Mp7g15130"	"Mp7g15130"
"Mp7g15140"	"Mp7g15140"
"Mp7g15150"	"Mp7g15150"
"Mp7g15160"	"Mp7g15160"
"Mp7g15170"	"Mp7g15170"
"Mp7g15180"	"Mp7g15180"
"Mp7g15190"	"Mp7g15190"
"Mp7g15200"	"Mp7g15200"
"Mp7g15210"	"Mp7g15210"
"Mp7g15215"	"Mp7g15215"
"Mp7g15220"	"Mp7g15220"
"Mp7g15230"	"Mp7g15230"
"Mp7g15240"	"Mp7g15240"
"Mp7g15250"	"Mp7g15250"
"Mp7g15260"	"Mp7g15260"
"Mp7g15270"	"Mp7g15270"
"Mp7g15280"	"-"
"Mp7g15290"	"Mp7g15290"
"Mp7g15300"	"Mp7g15300"
"Mp7g15305a"	"Mp7g15305a"
"Mp7g15310"	"Mp7g15310"
"Mp7g15320"	"Mp7g15320"
"Mp7g15330"	"Mp7g15330"
"Mp7g15340"	"Mp7g15340"
"Mp7g15350"	"Mp7g15350"
"Mp7g15360"	"Mp7g15360"
"Mp7g15370"	"Mp7g15370"
"Mp7g15380"	"Mp7g15380"
"Mp7g15390"	"Mp7g15390"
"Mp7g15400"	"Mp7g15400"
"Mp7g15410"	"Mp7g15410"
"Mp7g15415a"	"Mp7g15415a"
"Mp7g15415b"	"Mp7g15415b"
"Mp7g15420"	"Mp7g15420"
"Mp7g15430"	"Mp7g15430"
"Mp7g15440"	"Mp7g15440"
"Mp7g15450"	"Mp7g15450"
"Mp7g15460"	"Mp7g15460"
"Mp7g15470"	"Mp7g15470"
"Mp7g15480"	"Mp7g15480"
"Mp7g15490"	"Mp7g15490"
"Mp7g15500"	"Mp7g15500"
"Mp7g15510"	"Mp7g15510"
"Mp7g15520"	"Mp7g15520"
"Mp7g15530"	"Mp7g15530"
"Mp7g15540"	"Mp7g15540"
"Mp7g15550"	"Mp7g15550"
"Mp7g15560"	"Mp7g15560"
"Mp7g15570"	"Mp7g15570"
"Mp7g15580"	"Mp7g15580"
"Mp7g15590"	"Mp7g15590"
"Mp7g15600"	"Mp7g15600"
"Mp7g15610"	"Mp7g15610"
"Mp7g15620"	"Mp7g15620"
"Mp7g15630"	"Mp7g15630"
"Mp7g15640"	"Mp7g15640"
"Mp7g15650"	"Mp7g15650"
"Mp7g15660"	"Mp7g15660"
"Mp7g15670"	"Mp7g15670"
"Mp7g15680"	"Mp7g15680"
"Mp7g15690"	"Mp7g15690"
"Mp7g15700"	"Mp7g15700"
"Mp7g15710"	"Mp7g15710"
"Mp7g15720"	"Mp7g15720"
"Mp7g15730"	"Mp7g15730"
"Mp7g15740"	"Mp7g15740"
"Mp7g15750"	"Mp7g15750"
"Mp7g15760"	"Mp7g15760"
"Mp7g15770"	"Mp7g15770"
"Mp7g15780"	"Mp7g15780"
"Mp7g15790"	"-"
"Mp7g15800"	"Mp7g15800"
"Mp7g15810"	"Mp7g15810"
"Mp7g15820"	"Mp7g15820"
"Mp7g15830"	"Mp7g15830"
"Mp7g15840"	"Mp7g15840"
"Mp7g15850"	"-"
"Mp7g15860"	"Mp7g15860"
"Mp7g15870"	"Mp7g15870"
"Mp7g15880"	"Mp7g15880"
"Mp7g15890"	"Mp7g15890"
"Mp7g15900"	"Mp7g15900"
"Mp7g15910"	"Mp7g15910"
"Mp7g15920"	"Mp7g15920"
"Mp7g15930"	"Mp7g15930"
"Mp7g15940"	"Mp7g15940"
"Mp7g15950"	"Mp7g15950"
"Mp7g15960"	"Mp7g15960"
"Mp7g15970"	"Mp7g15970"
"Mp7g15980"	"Mp7g15980"
"Mp7g15990"	"-"
"Mp7g16000"	"Mp7g16000"
"Mp7g16010"	"Mp7g16010"
"Mp7g16020"	"Mp7g16020"
"Mp7g16030"	"Mp7g16030"
"Mp7g16040"	"Mp7g16040"
"Mp7g16050"	"Mp7g16050"
"Mp7g16060"	"Mp7g16060"
"Mp7g16070"	"Mp7g16070"
"Mp7g16080"	"Mp7g16080"
"Mp7g16090"	"Mp7g16090"
"Mp7g16100"	"Mp7g16100"
"Mp7g16110"	"Mp7g16110"
"Mp7g16120"	"Mp7g16120"
"Mp7g16130"	"Mp7g16130"
"Mp7g16140"	"Mp7g16140"
"Mp7g16145"	"Mp7g16145"
"Mp7g16150"	"Mp7g16150"
"Mp7g16160"	"Mp7g16160"
"Mp7g16170"	"Mp7g16170"
"Mp7g16180"	"Mp7g16180"
"Mp7g16185"	"Mp7g16185"
"Mp7g16190"	"Mp7g16190"
"Mp7g16200"	"Mp7g16200"
"Mp7g16210"	"Mp7g16210"
"Mp7g16220"	"Mp7g16220"
"Mp7g16230"	"Mp7g16230"
"Mp7g16240"	"Mp7g16240"
"Mp7g16250"	"Mp7g16250"
"Mp7g16260"	"Mp7g16260"
"Mp7g16270"	"Mp7g16270"
"Mp7g16280"	"Mp7g16280"
"Mp7g16290"	"Mp7g16290"
"Mp7g16300"	"Mp7g16300"
"Mp7g16305a"	"Mp7g16305a"
"Mp7g16310"	"Mp7g16310"
"Mp7g16320"	"Mp7g16320"
"Mp7g16330"	"Mp7g16330"
"Mp7g16340"	"Mp7g16340"
"Mp7g16350"	"Mp7g16350"
"Mp7g16360"	"Mp7g16360"
"Mp7g16370"	"Mp7g16370"
"Mp7g16380"	"Mp7g16380"
"Mp7g16390"	"Mp7g16390"
"Mp7g16400"	"Mp7g16400"
"Mp7g16410"	"Mp7g16410"
"Mp7g16420"	"Mp7g16420"
"Mp7g16430"	"Mp7g16430"
"Mp7g16440"	"Mp7g16440"
"Mp7g16450"	"Mp7g16450"
"Mp7g16460"	"Mp7g16460"
"Mp7g16470"	"Mp7g16470"
"Mp7g16475a"	"Mp7g16475a"
"Mp7g16480"	"Mp7g16480"
"Mp7g16490"	"Mp7g16490"
"Mp7g16500"	"Mp7g16500"
"Mp7g16510"	"Mp7g16510"
"Mp7g16520"	"Mp7g16520"
"Mp7g16530"	"Mp7g16530"
"Mp7g16540"	"Mp7g16540"
"Mp7g16550"	"Mp7g16550"
"Mp7g16560"	"Mp7g16560"
"Mp7g16570"	"Mp7g16570"
"Mp7g16580"	"Mp7g16580"
"Mp7g16590"	"Mp7g16590"
"Mp7g16600"	"Mp7g16600"
"Mp7g16610"	"Mp7g16610"
"Mp7g16620"	"Mp7g16620"
"Mp7g16630"	"Mp7g16630"
"Mp7g16640"	"Mp7g16640"
"Mp7g16650"	"Mp7g16650"
"Mp7g16660"	"Mp7g16660"
"Mp7g16670"	"Mp7g16670"
"Mp7g16680"	"Mp7g16680"
"Mp7g16690"	"Mp7g16690"
"Mp7g16700"	"Mp7g16700"
"Mp7g16710"	"-"
"Mp7g16720"	"-"
"Mp7g16730"	"Mp7g16730"
"Mp7g16740"	"Mp7g16740"
"Mp7g16750"	"Mp7g16750"
"Mp7g16760"	"Mp7g16760"
"Mp7g16770"	"Mp7g16770"
"Mp7g16780"	"Mp7g16780"
"Mp7g16790"	"Mp7g16790"
"Mp7g16800"	"Mp7g16800"
"Mp7g16810"	"Mp7g16810"
"Mp7g16820"	"Mp7g16820"
"Mp7g16830"	"Mp7g16830"
"Mp7g16840"	"Mp7g16840"
"Mp7g16850"	"Mp7g16850"
"Mp7g16860"	"-"
"Mp7g16870"	"Mp7g16870"
"Mp7g16880"	"Mp7g16880"
"Mp7g16890"	"Mp7g16890"
"Mp7g16900"	"Mp7g16900"
"Mp7g16910"	"Mp7g16910"
"Mp7g16920"	"Mp7g16920"
"Mp7g16930"	"Mp7g16930"
"Mp7g16940"	"Mp7g16940"
"Mp7g16945"	"Mp7g16945"
"Mp7g16950"	"Mp7g16950"
"Mp7g16960"	"Mp7g16960"
"Mp7g16970"	"Mp7g16970"
"Mp7g16980"	"Mp7g16980"
"Mp7g16990"	"Mp7g16990"
"Mp7g17000"	"Mp7g17000"
"Mp7g17010"	"Mp7g17010"
"Mp7g17020"	"Mp7g17020"
"Mp7g17030"	"Mp7g17030"
"Mp7g17040"	"Mp7g17040"
"Mp7g17050"	"Mp7g17050"
"Mp7g17060"	"-"
"Mp7g17070"	"Mp7g17070"
"Mp7g17080"	"Mp7g17080"
"Mp7g17090"	"Mp7g17090"
"Mp7g17100"	"Mp7g17100"
"Mp7g17110"	"Mp7g17110"
"Mp7g17120"	"Mp7g17120"
"Mp7g17130"	"Mp7g17130"
"Mp7g17140"	"Mp7g17140"
"Mp7g17150"	"Mp7g17150"
"Mp7g17160"	"Mp7g17160"
"Mp7g17170"	"Mp7g17170"
"Mp7g17180"	"Mp7g17180"
"Mp7g17190"	"Mp7g17190"
"Mp7g17200"	"Mp7g17200"
"Mp7g17210"	"Mp7g17210"
"Mp7g17220"	"Mp7g17220"
"Mp7g17230"	"Mp7g17230"
"Mp7g17240"	"Mp7g17240"
"Mp7g17250"	"Mp7g17250"
"Mp7g17260"	"Mp7g17260"
"Mp7g17270"	"Mp7g17270"
"Mp7g17280"	"Mp7g17280"
"Mp7g17290"	"Mp7g17290"
"Mp7g17300"	"Mp7g17300"
"Mp7g17310"	"Mp7g17310"
